,conf,pred,true,correct,prec_k,term
7766,7.2303267,8,8,1,0.9917194349732099,0.9917194349732099
8216,7.22968,25,25,1,0.9917234664070107,0.9917234664070107
8987,7.2291493,6,6,1,0.991727493917275,0.991727493917275
1538,7.2288723,13,13,1,0.9917315175097277,0.9917315175097277
10052,7.2256856,28,28,1,0.9917355371900827,0.9917355371900827
8911,7.224118,6,6,1,0.9917395529640428,0.9917395529640428
8620,7.2229514,6,6,1,0.9917435648372996,0.9917435648372996
4298,7.21997,8,8,1,0.9917475728155339,0.9917475728155339
3528,7.2197886,6,6,1,0.9917515769044153,0.9917515769044153
434,7.2182174,33,33,1,0.9917555771096024,0.9917555771096024
5841,7.2182083,20,20,1,0.9917595734367426,0.9917595734367426
3229,7.2161717,6,6,1,0.9917635658914729,0.9917635658914729
586,7.215775,6,6,1,0.9917675544794189,0.9917675544794189
3521,7.2146072,1,1,1,0.9917715392061955,0.9917715392061955
7081,7.2144566,20,20,1,0.9917755200774069,0.9917755200774069
1521,7.2078023,6,6,1,0.991779497098646,0.991779497098646
6544,7.207227,35,35,1,0.9917834702754954,0.9917834702754954
6397,7.207019,6,6,1,0.9917874396135266,0.9917874396135266
4923,7.206059,37,37,1,0.9917914051183003,0.9917914051183003
5145,7.2038965,39,39,1,0.9917953667953668,0.9917953667953668
585,7.2006083,0,0,1,0.9917993246502653,0.9917993246502653
8535,7.2003927,42,42,1,0.9918032786885246,0.9918032786885246
1107,7.1973248,26,26,1,0.9918072289156626,0.9918072289156626
4759,7.191438,18,18,1,0.9918111753371869,0.9918111753371869
2379,7.1897683,28,28,1,0.9918151179585941,0.9918151179585941
7034,7.189649,6,6,1,0.9918190567853705,0.9918190567853705
6729,7.188314,41,41,1,0.9918229918229918,0.9918229918229918
3508,7.1797376,41,41,1,0.9918269230769231,0.9918269230769231
2111,7.1766853,43,43,1,0.9918308505526189,0.9918308505526189
1365,7.176312,6,6,1,0.9918347742555236,0.9918347742555236
2321,7.173598,18,18,1,0.9918386941910706,0.9918386941910706
672,7.1732993,28,28,1,0.9918426103646834,0.9918426103646834
795,7.171868,6,6,1,0.9918465227817745,0.9918465227817745
8225,7.171782,10,10,1,0.9918504314477469,0.9918504314477469
8959,7.1705937,6,6,1,0.9918543363679924,0.9918543363679924
4669,7.1693416,41,41,1,0.9918582375478927,0.9918582375478927
5850,7.1689034,41,41,1,0.9918621349928195,0.9918621349928195
8069,7.158117,41,41,1,0.991866028708134,0.991866028708134
4015,7.1577454,6,6,1,0.991869918699187,0.991869918699187
3940,7.1571717,6,6,1,0.9918738049713193,0.9918738049713193
7450,7.156898,8,8,1,0.9918776875298615,0.9918776875298615
1600,7.155403,4,4,1,0.9918815663801337,0.9918815663801337
6912,7.1542735,26,26,1,0.9918854415274463,0.9918854415274463
7172,7.154258,6,6,1,0.9918893129770993,0.9918893129770993
5193,7.1507773,4,4,1,0.9918931807343825,0.9918931807343825
2605,7.1504645,6,6,1,0.9918970448045757,0.9918970448045757
6280,7.150239,18,18,1,0.991900905192949,0.991900905192949
3455,7.147722,6,6,1,0.991904761904762,0.991904761904762
4054,7.146914,16,16,1,0.9919086149452642,0.9919086149452642
4809,7.143441,44,44,1,0.9919124643196955,0.9919124643196955
2010,7.1432233,23,23,1,0.9919163100332857,0.9919163100332857
6756,7.141706,25,25,1,0.9919201520912547,0.9919201520912547
852,7.1408896,41,41,1,0.9919239904988123,0.9919239904988123
8414,7.138454,6,6,1,0.9919278252611586,0.9919278252611586
3766,7.136303,29,29,1,0.9919316563834836,0.9919316563834836
1489,7.13569,42,42,1,0.9919354838709677,0.9919354838709677
3572,7.132429,18,18,1,0.9919393077287814,0.9919393077287814
8212,7.1318893,8,8,1,0.9919431279620853,0.9919431279620853
223,7.1290565,20,20,1,0.9919469445760303,0.9919469445760303
3655,7.128677,18,18,1,0.9919507575757576,0.9919507575757576
4514,7.1263022,32,32,1,0.9919545669663985,0.9919545669663985
10137,7.1253963,6,6,1,0.9919583727530747,0.9919583727530747
1496,7.1252236,28,28,1,0.9919621749408983,0.9919621749408983
1535,7.1090264,18,18,1,0.9919659735349716,0.9919659735349716
4350,7.107721,24,24,1,0.9919697685403873,0.9919697685403873
3734,7.104912,19,19,1,0.9919735599622285,0.9919735599622285
8538,7.1034265,6,6,1,0.9919773478055687,0.9919773478055687
6268,7.1020226,25,25,1,0.9919811320754717,0.9919811320754717
6990,7.1013722,26,26,1,0.991984912776992,0.991984912776992
4906,7.0996985,6,6,1,0.9919886899151744,0.9919886899151744
4125,7.098894,26,26,1,0.9919924634950542,0.9919924634950542
7578,7.096585,8,8,1,0.9919962335216572,0.9919962335216572
5167,7.0955443,2,2,1,0.992,0.992
6965,7.0902963,6,6,1,0.9920037629350894,0.9920037629350894
2542,7.0883527,13,13,1,0.9920075223319229,0.9920075223319229
8498,7.08649,18,18,1,0.9920112781954887,0.9920112781954887
4025,7.086146,20,20,1,0.9920150305307656,0.9920150305307656
2034,7.0849934,18,18,1,0.992018779342723,0.992018779342723
506,7.081138,6,6,1,0.992022524636321,0.992022524636321
3678,7.081129,41,41,1,0.9920262664165104,0.9920262664165104
9326,7.079638,2,2,1,0.9920300046882325,0.9920300046882325
4436,7.0776253,1,1,1,0.9920337394564198,0.9920337394564198
3941,7.075233,6,6,1,0.9920374707259954,0.9920374707259954
3220,7.075145,29,29,1,0.9920411985018727,0.9920411985018727
4131,7.0747566,0,0,1,0.9920449227889565,0.9920449227889565
2839,7.073917,36,36,1,0.9920486435921422,0.9920486435921422
9530,7.0705233,20,20,1,0.992052360916316,0.992052360916316
7145,7.0702662,6,6,1,0.9920560747663552,0.9920560747663552
4665,7.068285,38,38,1,0.9920597851471276,0.9920597851471276
9701,7.0654106,20,20,1,0.9920634920634921,0.9920634920634921
7951,7.062056,16,16,1,0.9920671955202987,0.9920671955202987
834,7.0610137,23,23,1,0.992070895522388,0.992070895522388
9842,7.060378,6,6,1,0.992074592074592,0.992074592074592
2991,7.059504,41,41,1,0.9920782851817335,0.9920782851817335
801,7.05855,18,18,1,0.992081974848626,0.992081974848626
7650,7.05815,43,43,1,0.9920856610800745,0.9920856610800745
8139,7.058116,32,32,1,0.9920893438808748,0.9920893438808748
7886,7.0571666,6,6,1,0.9920930232558139,0.9920930232558139
8456,7.056258,6,6,1,0.9920966992096699,0.9920966992096699
5749,7.0538535,13,13,1,0.9921003717472119,0.9921003717472119
851,7.0532403,1,1,1,0.9921040408732001,0.9921040408732001
3770,7.0507984,28,28,1,0.9921077065923862,0.9921077065923862
8040,7.0493207,28,28,1,0.9921113689095128,0.9921113689095128
3706,7.0479937,42,42,1,0.9921150278293135,0.9921150278293135
5337,7.0477614,6,6,1,0.9921186833565137,0.9921186833565137
8030,7.0457754,10,10,1,0.9921223354958295,0.9921223354958295
6415,7.0408993,38,38,1,0.9921259842519685,0.9921259842519685
2154,7.039712,28,28,1,0.9921296296296296,0.9921296296296296
3956,7.039217,6,6,1,0.992133271633503,0.992133271633503
6377,7.0357895,0,0,1,0.9921369102682701,0.9921369102682701
1875,7.034691,31,31,1,0.9921405455386038,0.9921405455386038
2214,7.034616,28,28,1,0.9921441774491682,0.9921441774491682
8405,7.032179,16,16,1,0.9921478060046189,0.9921478060046189
2495,7.0298705,1,1,1,0.9921514312096029,0.9921514312096029
7066,7.0285845,6,6,1,0.9921550530687586,0.9921550530687586
2553,7.0285544,6,6,1,0.9921586715867159,0.9921586715867159
4052,7.0265055,20,20,1,0.9921622867680959,0.9921622867680959
6668,7.0261135,6,6,1,0.9921658986175115,0.9921658986175115
5771,7.025308,13,13,1,0.992169507139567,0.992169507139567
3997,7.0230727,42,42,1,0.9921731123388582,0.9921731123388582
9903,7.0177197,35,35,1,0.9921767142199723,0.9921767142199723
7586,7.017391,41,42,0,0.9917203311867525,0.0
6126,7.0157413,0,0,1,0.9917241379310345,0.9917241379310345
9534,7.014969,6,6,1,0.9917279411764706,0.9917279411764706
824,7.010902,6,6,1,0.9917317409278824,0.9917317409278824
1802,7.010557,29,29,1,0.9917355371900827,0.9917355371900827
4468,7.005884,6,6,1,0.9917393299678752,0.9917393299678752
4021,7.005537,27,27,1,0.9917431192660551,0.9917431192660551
3540,7.003244,32,14,0,0.9912883998165979,0.0
530,6.997935,32,32,1,0.9912923923006416,0.9912923923006416
7710,6.9955034,6,6,1,0.9912963811268896,0.9912963811268896
5063,6.9895053,4,4,1,0.9913003663003663,0.9913003663003663
3795,6.989171,6,6,1,0.991304347826087,0.991304347826087
4316,6.986257,6,6,1,0.9913083257090577,0.9913083257090577
9620,6.986013,4,4,1,0.9913122999542753,0.9913122999542753
8500,6.980241,6,6,1,0.9913162705667276,0.9913162705667276
6681,6.979108,6,6,1,0.9913202375513933,0.9913202375513933
1370,6.9776855,26,45,0,0.9908675799086758,0.0
150,6.9773936,33,33,1,0.9908717480602465,0.9908717480602465
3620,6.976969,46,46,1,0.9908759124087592,0.9908759124087592
7618,6.9750156,8,8,1,0.9908800729594163,0.9908800729594163
2646,6.9745035,32,32,1,0.9908842297174111,0.9908842297174111
1226,6.9735665,8,8,1,0.9908883826879271,0.9908883826879271
4534,6.972275,20,20,1,0.9908925318761385,0.9908925318761385
9897,6.971966,0,0,1,0.9908966772872099,0.9908966772872099
8299,6.9676447,44,44,1,0.9909008189262967,0.9909008189262967
3427,6.9676366,8,8,1,0.9909049567985448,0.9909049567985448
9841,6.967383,16,16,1,0.990909090909091,0.990909090909091
9278,6.9664774,5,5,1,0.9909132212630622,0.9909132212630622
3045,6.966301,6,6,1,0.9909173478655767,0.9909173478655767
2515,6.9624195,4,4,1,0.9909214707217431,0.9909214707217431
5761,6.96229,44,44,1,0.9909255898366606,0.9909255898366606
7826,6.959592,6,6,1,0.9909297052154195,0.9909297052154195
8982,6.9589562,4,4,1,0.9909338168631007,0.9909338168631007
239,6.9571795,28,28,1,0.9909379247847757,0.9909379247847757
6550,6.9535823,6,6,1,0.9909420289855072,0.9909420289855072
7947,6.953027,6,6,1,0.9909461294703485,0.9909461294703485
9908,6.9521937,28,28,1,0.9909502262443439,0.9909502262443439
3437,6.9512334,42,42,1,0.9909543193125283,0.9909543193125283
1725,6.949771,5,5,1,0.9909584086799277,0.9909584086799277
5909,6.949685,8,8,1,0.9909624943515589,0.9909624943515589
2040,6.9487963,42,42,1,0.99096657633243,0.99096657633243
7196,6.9481435,43,43,1,0.9909706546275395,0.9909706546275395
3253,6.9472394,10,10,1,0.9909747292418772,0.9909747292418772
8354,6.9448867,43,43,1,0.990978800180424,0.990978800180424
7464,6.9425974,6,6,1,0.9909828674481514,0.9909828674481514
1368,6.940313,6,6,1,0.9909869310500226,0.9909869310500226
9596,6.937222,37,37,1,0.990990990990991,0.990990990990991
8338,6.9353933,42,42,1,0.9909950472760019,0.9909950472760019
5332,6.935032,32,32,1,0.990999099909991,0.990999099909991
1033,6.9325385,28,28,1,0.9910031488978858,0.9910031488978858
9029,6.9324727,28,28,1,0.9910071942446043,0.9910071942446043
2916,6.932115,27,27,1,0.9910112359550561,0.9910112359550561
5912,6.9320526,36,36,1,0.9910152740341419,0.9910152740341419
10075,6.9309597,36,36,1,0.9910193084867535,0.9910193084867535
5632,6.92878,20,20,1,0.9910233393177738,0.9910233393177738
2243,6.9274464,6,6,1,0.9910273665320771,0.9910273665320771
1034,6.922214,13,13,1,0.9910313901345291,0.9910313901345291
8868,6.9220495,18,18,1,0.9910354101299865,0.9910354101299865
1576,6.9219832,42,42,1,0.9910394265232975,0.9910394265232975
265,6.9206657,8,8,1,0.9910434393193014,0.9910434393193014
5080,6.9181414,1,1,1,0.991047448522829,0.991047448522829
7925,6.91725,1,1,1,0.9910514541387024,0.9910514541387024
6596,6.915912,18,18,1,0.9910554561717353,0.9910554561717353
7019,6.91306,24,24,1,0.9910594546267323,0.9910594546267323
8586,6.91133,39,39,1,0.9910634495084897,0.9910634495084897
146,6.9109077,41,41,1,0.9910674408217954,0.9910674408217954
3504,6.910484,4,4,1,0.9910714285714286,0.9910714285714286
2297,6.909214,24,24,1,0.9910754127621597,0.9910754127621597
5578,6.90897,41,41,1,0.9910793933987511,0.9910793933987511
2475,6.907353,18,18,1,0.9910833704859563,0.9910833704859563
7372,6.907295,13,13,1,0.9910873440285205,0.9910873440285205
2644,6.9033985,18,18,1,0.9910913140311804,0.9910913140311804
9123,6.9007373,4,4,1,0.9910952804986642,0.9910952804986642
5196,6.8983655,1,1,1,0.991099243435692,0.991099243435692
5308,6.898326,6,6,1,0.9911032028469751,0.9911032028469751
5032,6.896256,36,36,1,0.9911071587372166,0.9911071587372166
8674,6.896155,6,6,1,0.9911111111111112,0.9911111111111112
2196,6.89588,4,4,1,0.9911150599733451,0.9911150599733451
2076,6.895832,10,10,1,0.9911190053285968,0.9911190053285968
9008,6.89567,13,13,1,0.9911229471815357,0.9911229471815357
1468,6.8936152,13,13,1,0.9911268855368234,0.9911268855368234
6595,6.889481,28,28,1,0.991130820399113,0.991130820399113
3441,6.887364,19,19,1,0.9911347517730497,0.9911347517730497
9089,6.886741,6,6,1,0.9911386796632699,0.9911386796632699
2861,6.8867016,42,20,0,0.9906997342781222,0.0
6394,6.8856893,1,1,1,0.9907038512616202,0.9907038512616202
3049,6.8809757,39,39,1,0.9907079646017699,0.9907079646017699
2108,6.879653,12,12,1,0.9907120743034056,0.9907120743034056
6348,6.879492,6,6,1,0.9907161803713528,0.9907161803713528
929,6.8780756,4,4,1,0.9907202828104287,0.9907202828104287
5413,6.876956,43,43,1,0.9907243816254417,0.9907243816254417
6496,6.875462,18,18,1,0.990728476821192,0.990728476821192
1470,6.8743296,39,39,1,0.9907325684024714,0.9907325684024714
4517,6.872277,6,6,1,0.9907366563740626,0.9907366563740626
8295,6.871482,16,16,1,0.9907407407407407,0.9907407407407407
9929,6.871066,14,14,1,0.9907448215072719,0.9907448215072719
186,6.8704515,18,18,1,0.9907488986784141,0.9907488986784141
105,6.8696647,29,29,1,0.9907529722589168,0.9907529722589168
10149,6.8667617,11,11,1,0.9907570422535211,0.9907570422535211
4993,6.86608,28,28,1,0.99076110866696,0.99076110866696
3781,6.864444,1,1,1,0.9907651715039578,0.9907651715039578
9963,6.862728,6,6,1,0.9907692307692307,0.9907692307692307
1343,6.8622365,41,41,1,0.9907732864674869,0.9907732864674869
1432,6.8615093,42,42,1,0.9907773386034255,0.9907773386034255
6360,6.859103,4,4,1,0.9907813871817384,0.9907813871817384
343,6.8579497,13,13,1,0.9907854322071084,0.9907854322071084
8449,6.8540807,5,5,1,0.9907894736842106,0.9907894736842106
1954,6.852177,6,6,1,0.9907935116177116,0.9907935116177116
3952,6.849197,28,28,1,0.99079754601227,0.99079754601227
6546,6.847804,20,20,1,0.9908015768725361,0.9908015768725361
1287,6.8459797,0,0,1,0.9908056042031523,0.9908056042031523
1830,6.844291,6,6,1,0.9908096280087527,0.9908096280087527
97,6.8436747,32,32,1,0.9908136482939632,0.9908136482939632
6438,6.8436623,27,27,1,0.9908176650634019,0.9908176650634019
3123,6.841444,18,18,1,0.9908216783216783,0.9908216783216783
1420,6.8413963,41,41,1,0.9908256880733946,0.9908256880733946
7309,6.8390307,39,39,1,0.990829694323144,0.990829694323144
2820,6.837149,4,4,1,0.9908336970755128,0.9908336970755128
2855,6.8363695,42,42,1,0.9908376963350786,0.9908376963350786
7318,6.8363695,42,42,1,0.9908416921064108,0.9908416921064108
4761,6.8330398,6,6,1,0.9908456843940715,0.9908456843940715
9869,6.829646,42,42,1,0.9908496732026144,0.9908496732026144
6150,6.829646,42,42,1,0.9908536585365854,0.9908536585365854
6697,6.8255324,6,6,1,0.9908576404005224,0.9908576404005224
774,6.8254843,42,42,1,0.9908616187989556,0.9908616187989556
3429,6.820496,6,6,1,0.9908655937364071,0.9908655937364071
3211,6.8204103,18,18,1,0.9908695652173913,0.9908695652173913
1815,6.817744,43,43,1,0.9908735332464146,0.9908735332464146
7735,6.8159018,6,39,0,0.9904430929626412,0.0
2537,6.8132734,38,38,1,0.990447242726878,0.990447242726878
8764,6.8127866,29,29,1,0.9904513888888888,0.9904513888888888
5904,6.808881,17,17,1,0.9904555314533623,0.9904555314533623
4563,6.806045,20,20,1,0.9904596704249783,0.9904596704249783
7938,6.8058977,27,27,1,0.9904638058084092,0.9904638058084092
1847,6.8054695,6,6,1,0.9904679376083189,0.9904679376083189
3376,6.8049994,6,6,1,0.9904720658293633,0.9904720658293633
8717,6.804935,44,44,1,0.9904761904761905,0.9904761904761905
964,6.8002257,4,4,1,0.9904803115534401,0.9904803115534401
1266,6.800149,6,6,1,0.990484429065744,0.990484429065744
2207,6.799378,13,13,1,0.9904885430177259,0.9904885430177259
4887,6.7974653,38,38,1,0.9904926534140017,0.9904926534140017
5802,6.794489,41,41,1,0.9904967602591793,0.9904967602591793
7099,6.793611,29,29,1,0.9905008635578584,0.9905008635578584
1477,6.7919946,18,18,1,0.990504963314631,0.990504963314631
173,6.7913346,13,13,1,0.9905090595340811,0.9905090595340811
5672,6.7903743,2,2,1,0.9905131522207848,0.9905131522207848
5018,6.784033,12,12,1,0.9905172413793103,0.9905172413793103
3985,6.7840233,6,6,1,0.990521327014218,0.990521327014218
9540,6.780204,32,32,1,0.9905254091300603,0.9905254091300603
5367,6.779861,6,6,1,0.9905294877313818,0.9905294877313818
9581,6.779284,6,6,1,0.9905335628227194,0.9905335628227194
9093,6.7786875,39,39,1,0.9905376344086021,0.9905376344086021
946,6.7763224,6,6,1,0.9905417024935511,0.9905417024935511
5210,6.7731986,36,32,0,0.9901160292221745,0.0
656,6.7719626,4,4,1,0.9901202749140894,0.9901202749140894
9887,6.7718496,6,6,1,0.9901245169600686,0.9901245169600686
2627,6.7716136,13,13,1,0.9901287553648068,0.9901287553648068
9776,6.7711163,6,6,1,0.9901329901329902,0.9901329901329902
4994,6.7706137,39,39,1,0.9901372212692967,0.9901372212692967
2545,6.768057,20,20,1,0.9901414487783969,0.9901414487783969
9070,6.7665863,9,9,1,0.9901456726649529,0.9901456726649529
4764,6.766553,25,25,1,0.9901498929336189,0.9901498929336189
487,6.7639155,6,6,1,0.990154109589041,0.990154109589041
2145,6.7633085,10,10,1,0.9901583226358579,0.9901583226358579
794,6.762449,41,41,1,0.9901625320786998,0.9901625320786998
2591,6.7594495,20,20,1,0.990166737922189,0.990166737922189
7999,6.7581167,20,33,0,0.9897435897435898,0.0
6561,6.757614,44,44,1,0.9897479709525844,0.9897479709525844
7674,6.7569113,20,20,1,0.9897523484201537,0.9897523484201537
8871,6.756474,33,33,1,0.9897567221510883,0.9897567221510883
8639,6.7524195,42,42,1,0.9897610921501706,0.9897610921501706
1784,6.7520003,43,43,1,0.9897654584221749,0.9897654584221749
4417,6.75105,8,8,1,0.989769820971867,0.989769820971867
9703,6.73999,20,20,1,0.9897741798040051,0.9897741798040051
2264,6.7392263,1,1,1,0.989778534923339,0.989778534923339
1653,6.7358556,2,2,1,0.9897828863346104,0.9897828863346104
2836,6.73561,13,13,1,0.9897872340425532,0.9897872340425532
6554,6.7302985,43,43,1,0.9897915780518928,0.9897915780518928
8492,6.7267685,44,44,1,0.9897959183673469,0.9897959183673469
84,6.725479,4,4,1,0.9898002549936251,0.9898002549936251
3818,6.724943,44,44,1,0.989804587935429,0.989804587935429
473,6.724328,37,37,1,0.9898089171974522,0.9898089171974522
6829,6.722917,18,18,1,0.9898132427843803,0.9898132427843803
3069,6.72271,6,6,1,0.989817564700891,0.989817564700891
5809,6.721689,43,43,1,0.989821882951654,0.989821882951654
1480,6.720245,20,20,1,0.989826197541331,0.989826197541331
982,6.7197804,13,13,1,0.9898305084745763,0.9898305084745763
5251,6.7195916,6,6,1,0.9898348157560356,0.9898348157560356
3797,6.7193685,28,28,1,0.9898391193903472,0.9898391193903472
3995,6.718453,6,6,1,0.9898434193821414,0.9898434193821414
7405,6.7181134,6,6,1,0.9898477157360406,0.9898477157360406
2678,6.7162414,16,16,1,0.9898520084566597,0.9898520084566597
9290,6.715434,44,44,1,0.9898562975486053,0.9898562975486053
4413,6.714766,41,41,1,0.9898605830164765,0.9898605830164765
4173,6.7143254,6,6,1,0.9898648648648649,0.9898648648648649
1215,6.7142043,6,6,1,0.9898691430983537,0.9898691430983537
8076,6.712706,2,2,1,0.9898734177215189,0.9898734177215189
2858,6.712311,9,9,1,0.9898776887389287,0.9898776887389287
5152,6.710882,6,6,1,0.9898819561551433,0.9898819561551433
3108,6.7103186,19,19,1,0.9898862199747156,0.9898862199747156
4579,6.7088366,20,20,1,0.9898904802021904,0.9898904802021904
1964,6.706506,8,8,1,0.9898947368421053,0.9898947368421053
8003,6.7045617,6,6,1,0.98989898989899,0.98989898989899
9777,6.7038927,10,10,1,0.9899032393773665,0.9899032393773665
8757,6.7033696,6,6,1,0.9899074852817493,0.9899074852817493
8578,6.6986365,18,18,1,0.9899117276166457,0.9899117276166457
5825,6.697986,43,43,1,0.9899159663865547,0.9899159663865547
409,6.697756,6,6,1,0.989920201595968,0.989920201595968
9064,6.6949058,44,44,1,0.9899244332493703,0.9899244332493703
219,6.6948886,6,6,1,0.9899286613512379,0.9899286613512379
8840,6.691729,6,6,1,0.9899328859060402,0.9899328859060402
7878,6.691045,24,24,1,0.989937106918239,0.989937106918239
4463,6.6881514,42,42,1,0.9899413243922883,0.9899413243922883
5494,6.685642,6,6,1,0.9899455383326351,0.9899455383326351
2382,6.6842704,13,13,1,0.9899497487437185,0.9899497487437185
3447,6.6817627,6,6,1,0.9899539556299707,0.9899539556299707
2271,6.681263,6,6,1,0.9899581589958159,0.9899581589958159
3590,6.67951,2,2,1,0.9899623588456713,0.9899623588456713
9180,6.6772666,39,39,1,0.9899665551839465,0.9899665551839465
2569,6.6740947,18,18,1,0.9899707480150439,0.9899707480150439
8528,6.6737766,39,39,1,0.9899749373433584,0.9899749373433584
6476,6.673161,20,20,1,0.9899791231732776,0.9899791231732776
4710,6.672025,6,6,1,0.989983305509182,0.989983305509182
9888,6.667541,6,6,1,0.9899874843554443,0.9899874843554443
6233,6.660543,28,28,1,0.9899916597164303,0.9899916597164303
7803,6.6582885,20,20,1,0.9899958315964985,0.9899958315964985
6121,6.656877,6,6,1,0.99,0.99
8489,6.656482,6,6,1,0.9900041649312786,0.9900041649312786
1798,6.655605,4,4,1,0.9900083263946711,0.9900083263946711
9990,6.6540036,5,5,1,0.9900124843945068,0.9900124843945068
8576,6.652201,44,44,1,0.9900166389351082,0.9900166389351082
9950,6.65195,41,41,1,0.99002079002079,0.99002079002079
3648,6.6496873,6,6,1,0.9900249376558603,0.9900249376558603
7796,6.648984,28,28,1,0.9900290818446199,0.9900290818446199
4620,6.648207,18,18,1,0.9900332225913622,0.9900332225913622
1615,6.646442,25,25,1,0.9900373599003736,0.9900373599003736
1428,6.645882,23,23,1,0.9900414937759336,0.9900414937759336
6648,6.645366,18,18,1,0.9900456242223143,0.9900456242223143
5881,6.6441016,6,6,1,0.9900497512437811,0.9900497512437811
577,6.6439986,4,4,1,0.9900538748445918,0.9900538748445918
8551,6.643549,44,44,1,0.9900579950289975,0.9900579950289975
6541,6.642408,23,23,1,0.9900621118012423,0.9900621118012423
792,6.636239,23,23,1,0.9900662251655629,0.9900662251655629
4179,6.634847,12,12,1,0.9900703351261895,0.9900703351261895
3066,6.634373,41,41,1,0.9900744416873449,0.9900744416873449
9486,6.631258,18,18,1,0.9900785448532451,0.9900785448532451
5535,6.6297975,44,44,1,0.9900826446280991,0.9900826446280991
1234,6.629419,6,6,1,0.990086741016109,0.990086741016109
4165,6.628679,18,18,1,0.9900908340214699,0.9900908340214699
7157,6.628241,6,6,1,0.9900949236483698,0.9900949236483698
9722,6.62808,2,2,1,0.9900990099009901,0.9900990099009901
4896,6.624122,6,6,1,0.9901030927835052,0.9901030927835052
7175,6.6227283,13,13,1,0.9901071723000825,0.9901071723000825
7948,6.618735,6,6,1,0.9901112484548825,0.9901112484548825
9859,6.617574,44,44,1,0.9901153212520593,0.9901153212520593
9926,6.616813,28,28,1,0.9901193906957596,0.9901193906957596
5219,6.6144214,6,6,1,0.9901234567901235,0.9901234567901235
1347,6.611,43,43,1,0.9901275195392842,0.9901275195392842
1938,6.609822,13,13,1,0.9901315789473685,0.9901315789473685
5136,6.609767,42,42,1,0.9901356350184957,0.9901356350184957
5362,6.6089096,1,1,1,0.990139687756779,0.990139687756779
184,6.608109,41,41,1,0.9901437371663244,0.9901437371663244
4243,6.6067324,35,35,1,0.9901477832512315,0.9901477832512315
7935,6.604631,6,6,1,0.9901518260155929,0.9901518260155929
1030,6.602773,28,28,1,0.9901558654634947,0.9901558654634947
1015,6.6006107,1,1,1,0.990159901599016,0.990159901599016
3672,6.6000457,4,9,0,0.9897540983606558,0.0
1175,6.597023,6,6,1,0.9897582957804179,0.9897582957804179
5808,6.5939593,15,15,1,0.9897624897624898,0.9897624897624898
6129,6.5890455,42,42,1,0.9897666803110929,0.9897666803110929
4672,6.5858507,28,28,1,0.9897708674304418,0.9897708674304418
5381,6.5855947,42,42,1,0.9897750511247444,0.9897750511247444
8902,6.5822086,5,5,1,0.9897792313982011,0.9897792313982011
647,6.579904,32,32,1,0.9897834082550061,0.9897834082550061
1518,6.572817,26,9,0,0.9893790849673203,0.0
8874,6.5671773,37,37,1,0.9893834218048183,0.9893834218048183
2990,6.5659976,6,6,1,0.9893877551020408,0.9893877551020408
1280,6.5631275,6,6,1,0.9893920848633211,0.9893920848633211
6161,6.5613184,15,15,1,0.9893964110929854,0.9893964110929854
1542,6.560675,6,6,1,0.9894007337953526,0.9894007337953526
8864,6.5594325,18,18,1,0.9894050529747351,0.9894050529747351
9549,6.5562267,6,6,1,0.9894093686354379,0.9894093686354379
5782,6.5554094,36,36,1,0.989413680781759,0.989413680781759
163,6.550482,18,18,1,0.9894179894179894,0.9894179894179894
6192,6.5495563,18,18,1,0.9894222945484134,0.9894222945484134
8398,6.5482035,8,8,1,0.9894265961773079,0.9894265961773079
4268,6.547563,37,37,1,0.989430894308943,0.989430894308943
1342,6.543928,41,41,1,0.9894351889475823,0.9894351889475823
8972,6.5414968,44,44,1,0.9894394800974817,0.9894394800974817
477,6.541471,6,6,1,0.9894437677628908,0.9894437677628908
2164,6.5393577,13,13,1,0.989448051948052,0.989448051948052
8330,6.538038,4,9,0,0.9890466531440162,0.0
3012,6.536509,6,6,1,0.9890510948905109,0.9890510948905109
5270,6.5362744,6,6,1,0.9890555330360762,0.9890555330360762
2070,6.5355363,6,6,1,0.9890599675850892,0.9890599675850892
810,6.533669,4,4,1,0.9890643985419199,0.9890643985419199
8660,6.533074,20,20,1,0.9890688259109311,0.9890688259109311
2852,6.5324283,41,41,1,0.9890732496964791,0.9890732496964791
8657,6.5322194,16,16,1,0.9890776699029126,0.9890776699029126
5624,6.532062,18,18,1,0.9890820865345734,0.9890820865345734
6672,6.531573,4,4,1,0.9890864995957963,0.9890864995957963
6152,6.531218,36,36,1,0.9890909090909091,0.9890909090909091
9458,6.530326,27,27,1,0.9890953150242326,0.9890953150242326
8995,6.529998,10,10,1,0.9890997174000807,0.9890997174000807
4557,6.5277047,44,44,1,0.9891041162227603,0.9891041162227603
3382,6.5264425,1,1,1,0.9891085114965712,0.9891085114965712
6887,6.5250835,32,32,1,0.9891129032258065,0.9891129032258065
8681,6.523914,6,6,1,0.9891172914147521,0.9891172914147521
8203,6.5226974,32,32,1,0.9891216760676873,0.9891216760676873
9242,6.5213423,6,6,1,0.9891260571888845,0.9891260571888845
296,6.520973,0,42,0,0.9887278582930756,0.0
5924,6.520542,0,0,1,0.9887323943661972,0.9887323943661972
4388,6.5196276,42,42,1,0.9887369267900241,0.9887369267900241
737,6.518465,42,42,1,0.9887414555689585,0.9887414555689585
1008,6.51579,32,32,1,0.9887459807073955,0.9887459807073955
758,6.510732,1,1,1,0.9887505022097228,0.9887505022097228
